gene_id	log2FC	pvalue
ENSG00000119318	0.1	1
ENSG00000119321	0.1	1
ENSG00000119326	0.1	1
ENSG00000119333	0.1	1
ENSG00000119335	0.1	1
ENSG00000119383	0.1	1
ENSG00000119396	0.1	1
ENSG00000119401	0.1	1
ENSG00000119402	0.1	1
ENSG00000119411	0.1	1
ENSG00000119414	0.1	1
ENSG00000119421	0.1	1
ENSG00000119431	0.1	1
ENSG00000119446	0.1	1
ENSG00000119457	0.1	1
ENSG00000119487	0.1	1
ENSG00000119509	0.1	1
ENSG00000119514	0.1	1
ENSG00000119522	0.1	1
ENSG00000119523	0.1	1
ENSG00000119535	0.1	1
ENSG00000119537	0.1	1
ENSG00000119541	0.1	1
ENSG00000119559	0.1	1
ENSG00000119574	0.1	1
ENSG00000119596	0.1	1
ENSG00000119608	0.1	1
ENSG00000119614	0.1	1
ENSG00000119616	0.1	1
ENSG00000119632	0.1	1
ENSG00000119636	0.1	1
ENSG00000119638	0.1	1
ENSG00000119640	0.1	1
ENSG00000119650	0.1	1
ENSG00000119661	0.1	1
ENSG00000119681	0.1	1
ENSG00000119682	0.1	1
ENSG00000119684	0.1	1
ENSG00000119685	0.1	1
ENSG00000119686	0.1	1
ENSG00000119688	0.1	1
ENSG00000119689	0.1	1
ENSG00000119698	0.1	1
ENSG00000119699	0.1	1
ENSG00000119703	0.1	1
ENSG00000119707	0.1	1
ENSG00000119711	0.1	1
ENSG00000119714	0.1	1
ENSG00000119715	0.1	1
ENSG00000119718	0.1	1
ENSG00000119720	0.1	1
ENSG00000119723	0.1	1
ENSG00000119725	0.1	1
ENSG00000119729	0.1	1
ENSG00000119737	0.1	1
ENSG00000119760	0.1	1
ENSG00000119777	0.1	1
ENSG00000119778	0.1	1
ENSG00000119782	0.1	1
ENSG00000119801	0.1	1
ENSG00000119812	0.1	1
ENSG00000119820	0.1	1
ENSG00000119844	0.1	1
ENSG00000119862	0.1	1
ENSG00000119865	0.1	1
ENSG00000119866	0.1	1
ENSG00000119878	0.1	1
ENSG00000119888	0.1	1
ENSG00000119899	0.1	1
ENSG00000119906	0.1	1
ENSG00000119913	0.1	1
ENSG00000119915	0.1	1
ENSG00000119917	0.1	1
ENSG00000119919	0.1	1
ENSG00000119922	0.1	1
ENSG00000119927	0.1	1
ENSG00000119929	0.1	1
ENSG00000119943	0.1	1
ENSG00000119950	0.1	1
ENSG00000119953	0.1	1
ENSG00000119965	0.1	1
ENSG00000119973	0.1	1
ENSG00000119977	0.1	1
ENSG00000119986	0.1	1
ENSG00000120008	0.1	1
ENSG00000120049	0.1	1
ENSG00000120051	0.1	1
ENSG00000120053	0.1	1
ENSG00000120054	0.1	1
ENSG00000120057	0.1	1
ENSG00000120063	0.1	1
ENSG00000120068	0.1	1
ENSG00000120071	0.1	1
ENSG00000120075	0.1	1
ENSG00000120088	0.1	1
ENSG00000120093	0.1	1
ENSG00000120094	0.1	1
ENSG00000120137	0.1	1
ENSG00000120156	0.1	1
ENSG00000120158	0.1	1
ENSG00000120159	0.1	1
ENSG00000120160	0.1	1
ENSG00000120162	0.1	1
ENSG00000120210	0.1	1
ENSG00000120211	0.1	1
ENSG00000120215	0.1	1
ENSG00000120217	0.1	1
ENSG00000120235	0.1	1
ENSG00000120242	0.1	1
ENSG00000120251	0.1	1
ENSG00000120253	0.1	1
ENSG00000120254	0.1	1
ENSG00000120262	0.1	1
ENSG00000120265	0.1	1
ENSG00000120278	0.1	1
ENSG00000120279	0.1	1
ENSG00000120280	0.1	1
ENSG00000120289	0.1	1
ENSG00000120306	0.1	1
ENSG00000120318	0.1	1
ENSG00000120322	0.1	1
ENSG00000120324	0.1	1
ENSG00000120327	0.1	1
ENSG00000120328	0.1	1
ENSG00000120329	0.1	1
ENSG00000120332	0.1	1
ENSG00000120333	0.1	1
ENSG00000120334	0.1	1
ENSG00000120337	0.1	1
ENSG00000120341	0.1	1
ENSG00000120370	0.1	1
ENSG00000120436	0.1	1
ENSG00000120437	0.1	1
ENSG00000120440	0.1	1
ENSG00000120451	0.1	1
ENSG00000120457	0.1	1
ENSG00000120471	0.1	1
ENSG00000120498	0.1	1
ENSG00000120500	0.1	1
ENSG00000120509	0.1	1
ENSG00000120519	0.1	1
ENSG00000120526	0.1	1
ENSG00000120533	0.1	1
ENSG00000120539	0.1	1
ENSG00000120549	0.1	1
ENSG00000120563	0.1	1
ENSG00000120594	0.1	1
ENSG00000120616	0.1	1
ENSG00000120645	0.1	1
ENSG00000120647	0.1	1
ENSG00000120659	0.1	1
ENSG00000120669	0.1	1
ENSG00000120675	0.1	1
ENSG00000120686	0.1	1
ENSG00000120688	0.1	1
ENSG00000120690	0.1	1
ENSG00000120696	0.1	1
ENSG00000120697	0.1	1
ENSG00000120699	0.1	1
ENSG00000120705	0.1	1
ENSG00000120708	0.1	1
ENSG00000120709	0.1	1
ENSG00000120725	0.1	1
ENSG00000120727	0.1	1
ENSG00000120729	0.1	1
ENSG00000120733	0.1	1
ENSG00000120756	0.1	1
ENSG00000120784	0.1	1
ENSG00000120798	0.1	1
ENSG00000120800	0.1	1
ENSG00000120802	0.1	1
ENSG00000120805	0.1	1
ENSG00000120832	0.1	1
ENSG00000120837	0.1	1
ENSG00000120868	0.1	1
ENSG00000120889	0.1	1
ENSG00000120896	0.1	1
ENSG00000120903	0.1	1
ENSG00000120907	0.1	1
ENSG00000120913	0.1	1
ENSG00000120915	0.1	1
ENSG00000120925	0.1	1
ENSG00000120937	0.1	1
ENSG00000120948	0.1	1
ENSG00000120949	0.1	1
ENSG00000120952	0.1	1
ENSG00000120992	0.1	1
ENSG00000121005	0.1	1
ENSG00000121022	0.1	1
ENSG00000121053	0.1	1
ENSG00000121058	0.1	1
ENSG00000121064	0.1	1
ENSG00000121067	0.1	1
ENSG00000121073	0.1	1
ENSG00000121075	0.1	1
ENSG00000121152	0.1	1
ENSG00000121207	0.1	1
ENSG00000121210	0.1	1
ENSG00000121270	0.1	1
ENSG00000121281	0.1	1
ENSG00000121289	0.1	1
ENSG00000121310	0.1	1
ENSG00000121314	0.1	1
ENSG00000121316	0.1	1
ENSG00000121318	0.1	1
ENSG00000121335	0.1	1
ENSG00000121350	0.1	1
ENSG00000121351	0.1	1
ENSG00000121361	0.1	1
ENSG00000121377	0.1	1
ENSG00000121380	0.1	1
ENSG00000121381	0.1	1
ENSG00000121390	0.1	1
ENSG00000121406	0.1	1
ENSG00000121410	0.1	1
ENSG00000121413	0.1	1
ENSG00000121417	0.1	1
ENSG00000121440	0.1	1
ENSG00000121446	0.1	1
ENSG00000121481	0.1	1
ENSG00000121486	0.1	1
ENSG00000121542	0.1	1
ENSG00000121552	0.1	1
ENSG00000121570	0.1	1
ENSG00000121577	0.1	1
ENSG00000121594	0.1	1
ENSG00000121621	0.1	1
ENSG00000121634	0.1	1
ENSG00000121644	0.1	1
ENSG00000121653	0.1	1
ENSG00000121690	0.1	1
ENSG00000121691	0.1	1
ENSG00000121716	0.1	1
ENSG00000121741	0.1	1
ENSG00000121742	0.1	1
ENSG00000121743	0.1	1
ENSG00000121749	0.1	1
ENSG00000121753	0.1	1
ENSG00000121764	0.1	1
ENSG00000121766	0.1	1
ENSG00000121769	0.1	1
ENSG00000121774	0.1	1
ENSG00000121775	0.1	1
ENSG00000121797	0.1	1
ENSG00000121807	0.1	1
ENSG00000121851	0.1	1
ENSG00000121853	0.1	1
ENSG00000121858	0.1	1
ENSG00000121864	0.1	1
ENSG00000121871	0.1	1
ENSG00000121892	0.1	1
ENSG00000121895	0.1	1
ENSG00000121897	0.1	1
ENSG00000121898	0.1	1
ENSG00000121900	0.1	1
ENSG00000121904	0.1	1
ENSG00000121905	0.1	1
ENSG00000121933	0.1	1
ENSG00000121957	0.1	1
ENSG00000121964	0.1	1
ENSG00000121966	0.1	1
ENSG00000121988	0.1	1
ENSG00000121989	0.1	1
ENSG00000122008	0.1	1
ENSG00000122012	0.1	1
ENSG00000122025	0.1	1
ENSG00000122026	0.1	1
ENSG00000122033	0.1	1
ENSG00000122034	0.1	1
ENSG00000122042	0.1	1
ENSG00000122085	0.1	1
ENSG00000122121	0.1	1
ENSG00000122122	0.1	1
ENSG00000122126	0.1	1
ENSG00000122133	0.1	1
ENSG00000122136	0.1	1
ENSG00000122140	0.1	1
ENSG00000122145	0.1	1
ENSG00000122176	0.1	1
ENSG00000122180	0.1	1
ENSG00000122188	0.1	1
ENSG00000122194	0.1	1
ENSG00000122203	0.1	1
ENSG00000122223	0.1	1
ENSG00000122224	0.1	1
ENSG00000122254	0.1	1
ENSG00000122257	0.1	1
ENSG00000122299	0.1	1
ENSG00000122304	0.1	1
ENSG00000122335	0.1	1
ENSG00000122359	0.1	1
ENSG00000122367	0.1	1
ENSG00000122375	0.1	1
ENSG00000122378	0.1	1
ENSG00000122386	0.1	1
ENSG00000122390	0.1	1
ENSG00000122406	0.1	1
ENSG00000122432	0.1	1
ENSG00000122435	0.1	1
ENSG00000122477	0.1	1
ENSG00000122481	0.1	1
ENSG00000122482	0.1	1
ENSG00000122484	0.1	1
ENSG00000122490	0.1	1
ENSG00000122507	0.1	1
ENSG00000122512	0.1	1
ENSG00000122515	0.1	1
ENSG00000122543	0.1	1
ENSG00000122545	0.1	1
ENSG00000122550	0.1	1
ENSG00000122565	0.1	1
ENSG00000122566	0.1	1
ENSG00000122574	0.1	1
ENSG00000122584	0.1	1
ENSG00000122585	0.1	1
ENSG00000122591	0.1	1
ENSG00000122592	0.1	1
ENSG00000122641	0.1	1
ENSG00000122643	0.1	1
ENSG00000122644	0.1	1
ENSG00000122674	0.1	1
ENSG00000122678	0.1	1
ENSG00000122679	0.1	1
ENSG00000122687	0.1	1
ENSG00000122691	0.1	1
ENSG00000122692	0.1	1
ENSG00000122696	0.1	1
ENSG00000122711	0.1	1
ENSG00000122728	0.1	1
ENSG00000122729	0.1	1
ENSG00000122733	0.1	1
ENSG00000122735	0.1	1
ENSG00000122741	0.1	1
ENSG00000122756	0.1	1
ENSG00000122783	0.1	1
ENSG00000122786	0.1	1
ENSG00000122787	0.1	1
ENSG00000122824	0.1	1
ENSG00000122852	0.1	1
ENSG00000122859	0.1	1
ENSG00000122861	0.1	1
ENSG00000122862	0.1	1
ENSG00000122863	0.1	1
ENSG00000122870	0.1	1
ENSG00000122873	0.1	1
ENSG00000122882	0.1	1
ENSG00000122884	0.1	1
ENSG00000122912	0.1	1
ENSG00000122952	0.1	1
ENSG00000122958	0.1	1
ENSG00000122965	0.1	1
ENSG00000122970	0.1	1
ENSG00000122971	0.1	1
ENSG00000122986	0.1	1
ENSG00000123066	0.1	1
ENSG00000123091	0.1	1
ENSG00000123094	0.1	1
ENSG00000123095	0.1	1
ENSG00000123096	0.1	1
ENSG00000123104	0.1	1
ENSG00000123119	0.1	1
ENSG00000123124	0.1	1
ENSG00000123130	0.1	1
ENSG00000123136	0.1	1
ENSG00000123144	0.1	1
ENSG00000123146	0.1	1
ENSG00000123154	0.1	1
ENSG00000123159	0.1	1
ENSG00000123165	0.1	1
ENSG00000123171	0.1	1
ENSG00000123178	0.1	1
ENSG00000123191	0.1	1
ENSG00000123200	0.1	1
ENSG00000123219	0.1	1
ENSG00000123243	0.1	1
ENSG00000123268	0.1	1
ENSG00000123297	0.1	1
ENSG00000123307	0.1	1
ENSG00000123329	0.1	1
ENSG00000123338	0.1	1
ENSG00000123349	0.1	1
ENSG00000123352	0.1	1
ENSG00000123353	0.1	1
ENSG00000123360	0.1	1
ENSG00000123364	0.1	1
ENSG00000123374	0.1	1
ENSG00000123384	0.1	1
ENSG00000123388	0.1	1
ENSG00000123395	0.1	1
ENSG00000123405	0.1	1
ENSG00000123407	0.1	1
ENSG00000123411	0.1	1
ENSG00000123415	0.1	1
ENSG00000123416	0.1	1
ENSG00000123427	0.1	1
ENSG00000123444	0.1	1
ENSG00000123453	0.1	1
ENSG00000123454	0.1	1
ENSG00000123472	0.1	1
ENSG00000123473	0.1	1
ENSG00000123485	0.1	1
ENSG00000123496	0.1	1
ENSG00000123500	0.1	1
ENSG00000123505	0.1	1
ENSG00000123545	0.1	1
ENSG00000123552	0.1	1
ENSG00000123560	0.1	1
ENSG00000123561	0.1	1
ENSG00000123562	0.1	1
ENSG00000123569	0.1	1
ENSG00000123570	0.1	1
ENSG00000123572	0.1	1
ENSG00000123575	0.1	1
ENSG00000123576	0.1	1
ENSG00000123584	0.1	1
ENSG00000123594	0.1	1
ENSG00000123595	0.1	1
ENSG00000123607	0.1	1
ENSG00000123610	0.1	1
ENSG00000123612	0.1	1
ENSG00000123636	0.1	1
ENSG00000123643	0.1	1
ENSG00000123684	0.1	1
ENSG00000123685	0.1	1
ENSG00000123689	0.1	1
ENSG00000123728	0.1	1
ENSG00000123737	0.1	1
ENSG00000123739	0.1	1
ENSG00000123810	0.1	1
ENSG00000123815	0.1	1
ENSG00000123838	0.1	1
ENSG00000123892	0.1	1
ENSG00000123901	0.1	1
ENSG00000123933	0.1	1
ENSG00000123977	0.1	1
ENSG00000123983	0.1	1
ENSG00000123989	0.1	1
ENSG00000123999	0.1	1
ENSG00000124003	0.1	1
ENSG00000124019	0.1	1
ENSG00000124067	0.1	1
ENSG00000124074	0.1	1
ENSG00000124089	0.1	1
ENSG00000124091	0.1	1
ENSG00000124092	0.1	1
ENSG00000124097	0.1	1
ENSG00000124102	0.1	1
ENSG00000124103	0.1	1
ENSG00000124104	0.1	1
ENSG00000124107	0.1	1
ENSG00000124116	0.1	1
ENSG00000124120	0.1	1
ENSG00000124126	0.1	1
ENSG00000124134	0.1	1
ENSG00000124140	0.1	1
ENSG00000124145	0.1	1
ENSG00000124151	0.1	1
ENSG00000124155	0.1	1
ENSG00000124157	0.1	1
ENSG00000124159	0.1	1
ENSG00000124164	0.1	1
ENSG00000124171	0.1	1
ENSG00000124172	0.1	1
ENSG00000124193	0.1	1
ENSG00000124194	0.1	1
ENSG00000124196	0.1	1
ENSG00000124201	0.1	1
ENSG00000124203	0.1	1
ENSG00000124205	0.1	1
ENSG00000124207	0.1	1
ENSG00000124208	0.1	1
ENSG00000124212	0.1	1
ENSG00000124214	0.1	1
ENSG00000124215	0.1	1
ENSG00000124216	0.1	1
ENSG00000124222	0.1	1
ENSG00000124226	0.1	1
ENSG00000124227	0.1	1
ENSG00000124232	0.1	1
ENSG00000124233	0.1	1
ENSG00000124237	0.1	1
ENSG00000124249	0.1	1
ENSG00000124251	0.1	1
ENSG00000124253	0.1	1
ENSG00000124256	0.1	1
ENSG00000124257	0.1	1
ENSG00000124260	0.1	1
ENSG00000124275	0.1	1
ENSG00000124279	0.1	1
ENSG00000124302	0.1	1
ENSG00000124333	0.1	1
ENSG00000124334	0.1	1
ENSG00000124343	0.1	1
ENSG00000124356	0.1	1
ENSG00000124357	0.1	1
ENSG00000124370	0.1	1
ENSG00000124374	0.1	1
ENSG00000124380	0.1	1
ENSG00000124383	0.1	1
ENSG00000124391	0.1	1
ENSG00000124406	0.1	1
ENSG00000124422	0.1	1
ENSG00000124429	0.1	1
ENSG00000124440	0.1	1
ENSG00000124444	0.1	1
ENSG00000124449	0.1	1
ENSG00000124459	0.1	1
ENSG00000124466	0.1	1
ENSG00000124467	0.1	1
ENSG00000124469	0.1	1
ENSG00000124479	0.1	1
ENSG00000124486	0.1	1
ENSG00000124490	0.1	1
ENSG00000124491	0.1	1
ENSG00000124493	0.1	1
ENSG00000124507	0.1	1
ENSG00000124508	0.1	1
ENSG00000124532	0.1	1
ENSG00000124535	0.1	1
ENSG00000124541	0.1	1
ENSG00000124557	0.1	1
ENSG00000124562	0.1	1
ENSG00000124564	0.1	1
ENSG00000124568	0.1	1
ENSG00000124571	0.1	1
ENSG00000124574	0.1	1
ENSG00000124588	0.1	1
ENSG00000124602	0.1	1
ENSG00000124608	0.1	1
ENSG00000124610	0.1	1
ENSG00000124613	0.1	1
ENSG00000124614	0.1	1
ENSG00000124615	0.1	1
ENSG00000124657	0.1	1
ENSG00000124659	0.1	1
ENSG00000124664	0.1	1
ENSG00000124678	0.1	1
ENSG00000124688	0.1	1
ENSG00000124701	0.1	1
ENSG00000124702	0.1	1
ENSG00000124713	0.1	1
ENSG00000124721	0.1	1
ENSG00000124731	0.1	1
ENSG00000124733	0.1	1
ENSG00000124743	0.1	1
ENSG00000124749	0.1	1
ENSG00000124762	0.1	1
ENSG00000124767	0.1	1
ENSG00000124772	0.1	1
ENSG00000124780	0.1	1
ENSG00000124782	0.1	1
ENSG00000124784	0.1	1
ENSG00000124785	0.1	1
ENSG00000124787	0.1	1
ENSG00000124789	0.1	1
ENSG00000124795	0.1	1
ENSG00000124802	0.1	1
ENSG00000124812	0.1	1
ENSG00000124818	0.1	1
ENSG00000124827	0.1	1
ENSG00000124831	0.1	1
ENSG00000124839	0.1	1
ENSG00000124875	0.1	1
ENSG00000124882	0.1	1
ENSG00000124900	0.1	1
ENSG00000124920	0.1	1
ENSG00000124935	0.1	1
ENSG00000124939	0.1	1
ENSG00000125037	0.1	1
ENSG00000125084	0.1	1
ENSG00000125107	0.1	1
ENSG00000125124	0.1	1
ENSG00000125144	0.1	1
ENSG00000125148	0.1	1
ENSG00000125149	0.1	1
ENSG00000125166	0.1	1
ENSG00000125207	0.1	1
ENSG00000125245	0.1	1
ENSG00000125249	0.1	1
ENSG00000125255	0.1	1
ENSG00000125257	0.1	1
ENSG00000125266	0.1	1
ENSG00000125285	0.1	1
ENSG00000125304	0.1	1
ENSG00000125319	0.1	1
ENSG00000125337	0.1	1
ENSG00000125347	0.1	1
ENSG00000125351	0.1	1
ENSG00000125352	0.1	1
ENSG00000125354	0.1	1
ENSG00000125355	0.1	1
ENSG00000125356	0.1	1
ENSG00000125363	0.1	1
ENSG00000125386	0.1	1
ENSG00000125388	0.1	1
ENSG00000125398	0.1	1
ENSG00000125409	0.1	1
ENSG00000125414	0.1	1
ENSG00000125434	0.1	1
ENSG00000125445	0.1	1
ENSG00000125449	0.1	1
ENSG00000125450	0.1	1
ENSG00000125454	0.1	1
ENSG00000125457	0.1	1
ENSG00000125458	0.1	1
ENSG00000125459	0.1	1
ENSG00000125482	0.1	1
ENSG00000125484	0.1	1
ENSG00000125485	0.1	1
ENSG00000125492	0.1	1
ENSG00000125498	0.1	1
ENSG00000125503	0.1	1
ENSG00000125508	0.1	1
ENSG00000125510	0.1	1
ENSG00000125520	0.1	1
ENSG00000125522	0.1	1
ENSG00000125531	0.1	1
ENSG00000125533	0.1	1
ENSG00000125534	0.1	1
ENSG00000125571	0.1	1
ENSG00000125611	0.1	1
ENSG00000125618	0.1	1
ENSG00000125629	0.1	1
ENSG00000125630	0.1	1
ENSG00000125633	0.1	1
ENSG00000125637	0.1	1
ENSG00000125648	0.1	1
ENSG00000125651	0.1	1
ENSG00000125652	0.1	1
ENSG00000125656	0.1	1
ENSG00000125657	0.1	1
ENSG00000125675	0.1	1
ENSG00000125676	0.1	1
ENSG00000125691	0.1	1
ENSG00000125703	0.1	1
ENSG00000125726	0.1	1
ENSG00000125730	0.1	1
ENSG00000125731	0.1	1
ENSG00000125733	0.1	1
ENSG00000125734	0.1	1
ENSG00000125735	0.1	1
ENSG00000125741	0.1	1
ENSG00000125743	0.1	1
ENSG00000125744	0.1	1
ENSG00000125746	0.1	1
ENSG00000125753	0.1	1
ENSG00000125755	0.1	1
ENSG00000125775	0.1	1
ENSG00000125779	0.1	1
ENSG00000125780	0.1	1
ENSG00000125787	0.1	1
ENSG00000125788	0.1	1
ENSG00000125798	0.1	1
ENSG00000125810	0.1	1
ENSG00000125812	0.1	1
ENSG00000125813	0.1	1
ENSG00000125814	0.1	1
ENSG00000125815	0.1	1
ENSG00000125816	0.1	1
ENSG00000125817	0.1	1
ENSG00000125818	0.1	1
ENSG00000125820	0.1	1
ENSG00000125823	0.1	1
ENSG00000125826	0.1	1
ENSG00000125831	0.1	1
ENSG00000125834	0.1	1
ENSG00000125835	0.1	1
ENSG00000125843	0.1	1
ENSG00000125844	0.1	1
ENSG00000125845	0.1	1
ENSG00000125846	0.1	1
ENSG00000125848	0.1	1
ENSG00000125850	0.1	1
ENSG00000125851	0.1	1
ENSG00000125861	0.1	1
ENSG00000125863	0.1	1
ENSG00000125864	0.1	1
ENSG00000125868	0.1	1
ENSG00000125869	0.1	1
ENSG00000125870	0.1	1
ENSG00000125871	0.1	1
ENSG00000125872	0.1	1
ENSG00000125875	0.1	1
ENSG00000125877	0.1	1
ENSG00000125878	0.1	1
ENSG00000125879	0.1	1
ENSG00000125885	0.1	1
ENSG00000125888	0.1	1
ENSG00000125895	0.1	1
ENSG00000125898	0.1	1
ENSG00000125900	0.1	1
ENSG00000125901	0.1	1
ENSG00000125903	0.1	1
ENSG00000125910	0.1	1
ENSG00000125912	0.1	1
ENSG00000125931	0.1	1
ENSG00000125944	0.1	1
ENSG00000125945	0.1	1
ENSG00000125954	0.1	1
ENSG00000125962	0.1	1
ENSG00000125965	0.1	1
ENSG00000125966	0.1	1
ENSG00000125967	0.1	1
ENSG00000125970	0.1	1
ENSG00000125971	0.1	1
ENSG00000125975	0.1	1
ENSG00000125977	0.1	1
ENSG00000125991	0.1	1
ENSG00000125995	0.1	1
ENSG00000125998	0.1	1
ENSG00000125999	0.1	1
ENSG00000126003	0.1	1
ENSG00000126010	0.1	1
ENSG00000126012	0.1	1
ENSG00000126062	0.1	1
ENSG00000126067	0.1	1
ENSG00000126070	0.1	1
ENSG00000126088	0.1	1
ENSG00000126107	0.1	1
ENSG00000126215	0.1	1
ENSG00000126217	0.1	1
ENSG00000126218	0.1	1
ENSG00000126226	0.1	1
ENSG00000126231	0.1	1
ENSG00000126233	0.1	1
ENSG00000126243	0.1	1
ENSG00000126246	0.1	1
ENSG00000126247	0.1	1
ENSG00000126249	0.1	1
ENSG00000126251	0.1	1
ENSG00000126254	0.1	1
ENSG00000126259	0.1	1
ENSG00000126261	0.1	1
ENSG00000126262	0.1	1
ENSG00000126264	0.1	1
ENSG00000126266	0.1	1
ENSG00000126267	0.1	1
ENSG00000126337	0.1	1
ENSG00000126351	0.1	1
ENSG00000126353	0.1	1
ENSG00000126391	0.1	1
ENSG00000126432	0.1	1
ENSG00000126453	0.1	1
ENSG00000126456	0.1	1
ENSG00000126457	0.1	1
ENSG00000126458	0.1	1
ENSG00000126460	0.1	1
ENSG00000126461	0.1	1
ENSG00000126464	0.1	1
ENSG00000126467	0.1	1
ENSG00000126500	0.1	1
ENSG00000126522	0.1	1
ENSG00000126524	0.1	1
ENSG00000126545	0.1	1
ENSG00000126549	0.1	1
ENSG00000126550	0.1	1
ENSG00000126561	0.1	1
ENSG00000126581	0.1	1
ENSG00000126583	0.1	1
ENSG00000126602	0.1	1
ENSG00000126603	0.1	1
ENSG00000126698	0.1	1
ENSG00000126705	0.1	1
ENSG00000126709	0.1	1
ENSG00000126733	0.1	1
ENSG00000126746	0.1	1
ENSG00000126749	0.1	1
ENSG00000126752	0.1	1
ENSG00000126756	0.1	1
ENSG00000126767	0.1	1
ENSG00000126768	0.1	1
ENSG00000126773	0.1	1
ENSG00000126775	0.1	1
ENSG00000126777	0.1	1
ENSG00000126787	0.1	1
ENSG00000126790	0.1	1
ENSG00000126803	0.1	1
ENSG00000126804	0.1	1
ENSG00000126814	0.1	1
ENSG00000126821	0.1	1
ENSG00000126838	0.1	1
ENSG00000126856	0.1	1
ENSG00000126858	0.1	1
ENSG00000126861	0.1	1
ENSG00000126878	0.1	1
ENSG00000126882	0.1	1
ENSG00000126883	0.1	1
ENSG00000126890	0.1	1
ENSG00000126895	0.1	1
ENSG00000126903	0.1	1
ENSG00000126934	0.1	1
ENSG00000126945	0.1	1
ENSG00000126947	0.1	1
ENSG00000126950	0.1	1
ENSG00000126953	0.1	1
ENSG00000126970	0.1	1
ENSG00000127022	0.1	1
ENSG00000127054	0.1	1
ENSG00000127074	0.1	1
ENSG00000127080	0.1	1
ENSG00000127081	0.1	1
ENSG00000127083	0.1	1
ENSG00000127084	0.1	1
ENSG00000127125	0.1	1
ENSG00000127129	0.1	1
ENSG00000127152	0.1	1
ENSG00000127184	0.1	1
ENSG00000127220	0.1	1
ENSG00000127241	0.1	1
ENSG00000127249	0.1	1
ENSG00000127252	0.1	1
ENSG00000127311	0.1	1
ENSG00000127314	0.1	1
ENSG00000127318	0.1	1
ENSG00000127324	0.1	1
ENSG00000127328	0.1	1
ENSG00000127329	0.1	1
ENSG00000127334	0.1	1
ENSG00000127362	0.1	1
ENSG00000127364	0.1	1
ENSG00000127366	0.1	1
ENSG00000127377	0.1	1
ENSG00000127399	0.1	1
ENSG00000127412	0.1	1
ENSG00000127415	0.1	1
ENSG00000127418	0.1	1
ENSG00000127423	0.1	1
ENSG00000127452	0.1	1
ENSG00000127463	0.1	1
ENSG00000127472	0.1	1
ENSG00000127483	0.1	1
ENSG00000127507	0.1	1
ENSG00000127511	0.1	1
ENSG00000127515	0.1	1
ENSG00000127526	0.1	1
ENSG00000127527	0.1	1
ENSG00000127528	0.1	1
ENSG00000127529	0.1	1
ENSG00000127530	0.1	1
ENSG00000127533	0.1	1
ENSG00000127540	0.1	1
ENSG00000127554	0.1	1
ENSG00000127561	0.1	1
ENSG00000127578	0.1	1
ENSG00000127580	0.1	1
ENSG00000127585	0.1	1
ENSG00000127586	0.1	1
ENSG00000127588	0.1	1
ENSG00000127603	0.1	1
ENSG00000127616	0.1	1
ENSG00000127666	0.1	1
ENSG00000127720	0.1	1
ENSG00000127743	0.1	1
ENSG00000127774	0.1	1
ENSG00000127780	0.1	1
ENSG00000127824	0.1	1
ENSG00000127831	0.1	1
ENSG00000127837	0.1	1
ENSG00000127870	0.1	1
ENSG00000127884	0.1	1
ENSG00000127903	0.1	1
ENSG00000127914	0.1	1
ENSG00000127920	0.1	1
ENSG00000127922	0.1	1
ENSG00000127928	0.1	1
ENSG00000127946	0.1	1
ENSG00000127947	0.1	1
ENSG00000127948	0.1	1
ENSG00000127951	0.1	1
ENSG00000127954	0.1	1
ENSG00000127955	0.1	1
ENSG00000127989	0.1	1
ENSG00000127990	0.1	1
ENSG00000128000	0.1	1
ENSG00000128011	0.1	1
ENSG00000128016	0.1	1
ENSG00000128040	0.1	1
ENSG00000128045	0.1	1
ENSG00000128050	0.1	1
ENSG00000128052	0.1	1
ENSG00000128059	0.1	1
ENSG00000128159	0.1	1
ENSG00000128165	0.1	1
ENSG00000128185	0.1	1
ENSG00000128191	0.1	1
ENSG00000128203	0.1	1
ENSG00000128218	0.1	1
ENSG00000128242	0.1	1
ENSG00000128245	0.1	1
ENSG00000128250	0.1	1
ENSG00000128253	0.1	1
ENSG00000128266	0.1	1
ENSG00000128268	0.1	1
ENSG00000128271	0.1	1
ENSG00000128272	0.1	1
ENSG00000128274	0.1	1
ENSG00000128276	0.1	1
ENSG00000128284	0.1	1
ENSG00000128285	0.1	1
ENSG00000128294	0.1	1
ENSG00000128298	0.1	1
ENSG00000128309	0.1	1
ENSG00000128310	0.1	1
ENSG00000128313	0.1	1
ENSG00000128322	0.1	1
ENSG00000128340	0.1	1
ENSG00000128342	0.1	1
ENSG00000128346	0.1	1
ENSG00000128394	0.1	1
ENSG00000128408	0.1	1
ENSG00000128422	0.1	1
ENSG00000128463	0.1	1
ENSG00000128482	0.1	1
ENSG00000128487	0.1	1
ENSG00000128512	0.1	1
ENSG00000128513	0.1	1
ENSG00000128519	0.1	1
ENSG00000128524	0.1	1
ENSG00000128534	0.1	1
ENSG00000128536	0.1	1
ENSG00000128563	0.1	1
ENSG00000128564	0.1	1
ENSG00000128567	0.1	1
ENSG00000128578	0.1	1
ENSG00000128581	0.1	1
ENSG00000128585	0.1	1
ENSG00000128590	0.1	1
ENSG00000128591	0.1	1
ENSG00000128594	0.1	1
ENSG00000128595	0.1	1
ENSG00000128596	0.1	1
ENSG00000128602	0.1	1
